"ENSEMBL","SYMBOL","log2FoldChange_UVB","padj_UVB","log2FoldChange_UVA","padj_UVA","log2FoldChange_7gy","padj_7gy"
"ENSG00000167601","AXL",1.04169444574953,5.13662463463812e-08,1.92881241637445,6.21470066182084e-25,2.17288674600825,1.80345261429218e-31
"ENSG00000077238","IL4R",0.641822392777631,8.34734630703099e-07,1.1958211096379,2.4937754690372e-20,0.846576322568085,4.62947049191351e-11
"ENSG00000060558","GNA15",0.699301847118022,1.78311479249881e-06,0.919064304060977,5.83656451484333e-10,0.653471021499642,4.58406552539512e-06
"ENSG00000197102","DYNC1H1",0.542681522193116,1.63112922752083e-05,0.608786481856199,1.52446397267367e-06,0.606396579462056,1.45349388488263e-06
"ENSG00000160410","SHKBP1",0.45849148970888,3.53203535004891e-05,0.654347384798182,3.87752967803931e-09,0.477716232156904,1.44846446536031e-05
"ENSG00000164733","CTSB",0.484287714780588,7.13511619719087e-08,0.366108290842831,4.42077625771448e-05,0.495565918396984,3.25656232497969e-08
"ENSG00000057704","TMCC3",1.55948913001835,4.53449275003306e-06,1.5401067543835,1.02813727055763e-05,1.35093578697548,6.86691752652454e-05
"ENSG00000142949","PTPRF",0.348208975527181,7.24881664096579e-05,0.918866294370089,3.91683404367207e-27,0.911258232038917,5.14145788053345e-27
"ENSG00000105048","TNNT1",0.780581508605676,0.000141529923805106,1.33181379074839,4.82665472755315e-10,0.985547127405475,2.34881222798496e-06
"ENSG00000170558","CDH2",0.720096441523154,0.000611233729671748,0.7467305058867,0.000553903573320788,1.38087898428119,8.81397733015028e-10
"ENSG00000113758","DBN1",0.418907871301569,1.09006351052254e-05,0.323692021282843,0.000687753804860684,0.341883494311587,0.000364419422629846
"ENSG00000146592","CREB5",0.588894571348923,0.000755688375353325,1.43870540817398,5.08575852358049e-15,0.896052794140765,7.47573340686954e-07
"ENSG00000213523","SRA1",0.410428158010314,0.000953628833696091,0.595613418717856,1.93783366601356e-06,0.52511176027128,2.18888857291405e-05
"ENSG00000082781","ITGB5",0.420308869994904,0.00186762518652703,0.779288352828951,3.04232606034107e-08,0.595168242531299,1.22491218834878e-05
"ENSG00000231185","LINC01844",1.0516953592991,0.00237753743191065,1.63891575025505,4.88370002313842e-05,1.41349751839793,0.000264307142455523
"ENSG00000183978","COA3",0.329891204938832,0.00315210173846674,0.349453580539074,0.00135832475148131,0.328075318864315,0.00293035055751322
"ENSG00000139211","AMIGO2",0.84044064676482,0.00337959291837146,3.7008638806305,9.0325418428361e-29,2.53884055367975,3.52726185172827e-14
"ENSG00000102781","KATNAL1",0.434198429164047,0.00353627390570121,0.513106854325593,0.000598699493239989,0.44596145016705,0.00235404934166335
"ENSG00000085063","CD59",0.383995026065006,0.00386972699895156,0.476711870353117,0.000305539944803204,0.494202829630961,0.00021497161211145
"ENSG00000237172","B3GNT9",0.832123776146795,0.00472848488376028,1.8890434740659,5.54347462883991e-08,1.63216839400884,2.91946625443181e-06
"ENSG00000001036","FUCA2",0.350685101517777,0.00220124537472321,0.489009424482163,1.24668583674252e-05,0.318183141196763,0.00519145493264497
