"ENSEMBL","SYMBOL","log2FoldChange_UVB","padj_UVB","log2FoldChange_UVA","padj_UVA","log2FoldChange_7gy","padj_7gy"
"ENSG00000255587","RAB44",0.701536168468255,8.97392520665835e-07,0.785889994702903,5.28260349613712e-07,1.01883600219419,1.78567979691813e-11
"ENSG00000196208","GREB1",1.90653244656397,7.80782885362677e-15,1.38633773880447,6.47729661143083e-08,1.21972619270663,4.36340398853547e-06
"ENSG00000178078","STAP2",0.753601179160735,1.45299443404001e-05,0.984771182099974,2.52274885649104e-07,1.10329758445814,3.62929154786689e-09
"ENSG00000166888","STAT6",0.323472255620889,5.55048643534118e-06,0.303034261589019,2.69690674450977e-05,0.294331480989164,7.50674236142874e-05
"ENSG00000080546","SESN1",0.626841697858292,6.55444225261336e-07,0.471879198592882,0.000174124240412204,0.825313651514795,3.53079661139147e-10
"ENSG00000102786","INTS6",0.362817455175281,0.000214917120106823,0.365077163724528,0.000124521830625838,0.521164471400144,7.08150375964616e-08
"ENSG00000145779","TNFAIP8",0.426370854632765,4.04274265680359e-05,0.348161667803651,0.000604475137820615,0.483570343886883,3.03133150524495e-06
"ENSG00000182165","TP53TG1",0.704995816272946,3.06657699547935e-05,0.531536166750903,0.00144208035523774,0.940191163181021,2.3079118441324e-07
"ENSG00000120889","TNFRSF10B",0.285711916216297,0.00151748149010693,0.378101791550444,1.26222811047911e-05,0.377260428139174,2.07453218499061e-05
"ENSG00000228782",NA,0.650558337181803,0.00203772186698017,0.812658396774403,0.000484708509256604,0.667587050739085,0.00159477376502188
"ENSG00000237499",NA,1.42935893307667,2.61462101867444e-07,0.815070862539024,0.00206738263765743,0.892700201251462,0.000837750084872734
"ENSG00000108679","LGALS3BP",0.52027381727044,0.00209342468316152,0.555360099915016,0.00114979886185755,0.879027906870559,1.3209172899903e-06
"ENSG00000161533","ACOX1",0.331548280498872,0.00219357722353884,0.40359777003163,9.12719476983384e-05,0.789080182067636,1.10316099792409e-13
"ENSG00000138764","CCNG2",0.700001279602236,1.16135603983425e-06,0.641632935988294,2.80883549740242e-05,0.43012812173632,0.00240665975501151
"ENSG00000177551","NHLH2",1.73159647971314,0.000302620537616787,1.04141391049806,0.00295698719982523,1.59098942404405,0.000362746634315361
"ENSG00000119801","YPEL5",0.53459847998009,0.000241199093703918,0.382755092928434,0.00459294622712915,0.742726000743764,8.65586294064201e-07
"ENSG00000172667","ZMAT3",0.508750955310126,3.34060780426585e-05,0.320809152798139,0.00571395553968918,0.516590065423176,2.2563965443872e-05
"ENSG00000135778","NTPCR",0.341160157692646,0.00738847548674328,0.605018510353483,3.606523352242e-06,0.525417488747948,2.116192715394e-05
"ENSG00000167656","LY6D",0.897640547356113,0.00528871393859049,0.7682230638319,0.00761064751236448,2.18016224248766,2.91316171560484e-09
"ENSG00000116663","FBXO6",1.54941635116209,0.00207188685826468,1.25707610720989,0.00124458735672846,0.951966379401841,0.00804494842018804
"ENSG00000245532","NEAT1",0.663265645510902,0.00159017000179955,0.505150166399733,0.00852236932941933,1.26631484134468,1.3780323154484e-07
"ENSG00000011638","LDAF1",0.397117387475759,0.00866340314235024,0.528201202625141,0.000428815230083298,0.788678398981328,4.29073084971075e-07
"ENSG00000132256","TRIM5",0.351040569662967,0.0090602317958577,0.399158256018152,0.00140511832009581,0.660819555897085,6.20320288665644e-07
"ENSG00000114626","ABTB1",1.35747771470497,2.76505255291541e-06,0.616446567808847,0.0101385245356743,1.43029731525408,1.62618004406662e-06
"ENSG00000164068","RNF123",0.352595417709405,0.00868352915416931,0.311018607181678,0.010740875691048,0.494539540195389,0.000142415050327564
"ENSG00000138496","PARP9",0.48789632256141,0.000118870585524274,0.304314473980642,0.0110303011781702,0.570896508243361,7.52797618219923e-06
"ENSG00000115828","QPCT",0.702472350296621,0.0124561480862672,0.842160062074893,0.00401636175387654,0.890153760020709,0.00300076957213036
"ENSG00000196975","ANXA4",0.364029753659091,0.00533598696247129,0.297532792222163,0.0128780191412214,0.500052722109024,8.20288041401252e-05
"ENSG00000157625","TAB3",0.297790315611768,0.0138803988455435,0.588621184650866,8.43874213397933e-07,0.459678066998804,7.12751100569228e-05
"ENSG00000256235","SMIM3",0.714422827231498,2.64336807165454e-05,0.363028551733759,0.0139985290140856,0.490462251505459,0.00255312655033096
"ENSG00000172037","LAMB2",0.398065798032461,0.0117802547152742,0.33953614058169,0.0142578422337847,0.676723668585017,2.12411021168303e-05
"ENSG00000163932","PRKCD",0.518827524249109,1.25525262193264e-05,0.277616084361627,0.0150341532991408,0.455651597796509,0.000126376816733384
"ENSG00000100033","PRODH",2.5427251228889,3.24868456853558e-06,0.604731981091832,0.0155473142181922,2.94537484477692,2.86215361116405e-08
"ENSG00000264920",NA,0.456599732256425,0.0175390869222302,0.666840691487839,0.00106585810870498,0.513905199761778,0.00531647229046502
"ENSG00000137216","TMEM63B",0.449216761746232,0.0109734584503478,0.359414322087469,0.0180129528021065,0.635153839741622,0.000371886540647471
"ENSG00000237807","LINC02984",4.10830678577886,1.23113900649922e-09,0.449627298113803,0.0180947557987492,0.67080886203207,0.0179958835218987
"ENSG00000186517","ARHGAP30",1.05159250239787,0.000124968198625766,0.502785068926131,0.0181381857438159,1.34098078117839,4.33607821176596e-06
"ENSG00000182782","HCAR2",1.02801601645292,0.0154385226122866,0.523549784103028,0.0186196334527062,0.834393548606265,0.0121851634378132
"ENSG00000164379","FOXQ1",0.381983552135155,0.0188325290658029,0.737255953610418,3.02699014408366e-05,0.78671347939432,3.387742880234e-06
"ENSG00000175938","ORAI3",0.634226523037318,0.00401847689870636,0.43769805145086,0.0190004708226256,0.982894761660964,6.86609485971851e-05
"ENSG00000089723","OTUB2",0.708993981963829,0.000547246785614984,0.400073227034463,0.0194835195715469,1.09693283566052,1.27103677927745e-06
"ENSG00000236810","ELOA-AS1",0.919690001477611,6.07837414289826e-05,0.429889147627682,0.0195034624159713,0.78215078131693,0.000657423920054051
"ENSG00000165813","CCDC186",0.242832332090023,0.020064527962009,0.282702601725807,0.00409073171934221,0.312132606148066,0.00211739512770145
"ENSG00000179630","LACC1",0.781740668145595,7.16536161372962e-06,0.455875031186345,0.00436404960970365,0.369709806437812,0.0207869335474089
"ENSG00000270629","NBPF14",0.483138846501343,0.0163522484617976,0.395260536168184,0.0208221346785077,0.666593979855947,0.0011987097540303
