"ENSEMBL","SYMBOL_wt","log2FC_wt","padj_wt","SYMBOL_KO","log2FC_KO","padj_KO"
"ENSG00000135919","SERPINE2",0.165846226854446,0.266184549629748,"SERPINE2",0.330668971357227,0.00946447073681289
"ENSG00000135972","MRPS9",-0.107285541787321,0.184607492799054,"MRPS9",0.0546302198564821,0.575899918585461
"ENSG00000135999","EPC2",0.346119325080481,0.000401707154874261,"EPC2",0.0476576824420516,0.740775008478084
"ENSG00000136114","THSD1",0.645441061014803,8.48540478572459e-06,"THSD1",1.30110366008202,3.00443550224428e-16
"ENSG00000136155","SCEL",-0.0118664218748773,0.983698001114924,"SCEL",-0.0322872664887196,0.91373577636407
"ENSG00000136193","SCRN1",-0.511642863094914,2.2349086278234e-06,"SCRN1",-0.258227640712874,0.0196705740177465
"ENSG00000136244","IL6",-0.0502949830064528,0.892364094572875,"IL6",-0.0432077320431577,0.89098850002253
"ENSG00000136247","ZDHHC4",0.180401054383586,0.118518729538553,"ZDHHC4",0.150061730793291,0.195174126018962
"ENSG00000136295","TTYH3",0.124321255512917,0.359496486437211,"TTYH3",0.396094078532273,0.000295511509246793
"ENSG00000136518","ACTL6A",-0.110519334188349,0.324552115130604,"ACTL6A",0.0515200485545896,0.693528169440272
"ENSG00000136810","TXN",-0.104494729077052,0.388135295335925,"TXN",-0.296749859971542,0.00238500152618989
"ENSG00000136854","STXBP1",0.240040890434937,0.0366571281827193,"STXBP1",0.270914594278443,0.0213205805641354
"ENSG00000136867","SLC31A2",1.17557265704133,2.01225489801402e-11,"SLC31A2",0.956075745278296,4.36240756275891e-07
"ENSG00000136937","NCBP1",-0.235781944291914,0.00277739220786914,"NCBP1",-0.293638628771481,0.000140979122556402
"ENSG00000137074","APTX",0.2647226268062,0.000477373763014121,"APTX",0.501599532531547,1.16058256417378e-11
"ENSG00000137094","DNAJB5",0.00420318502301545,0.997877673728189,"DNAJB5",0.181043587545179,0.341590889994332
"ENSG00000137198","GMPR",0.120260048633115,0.705421948394207,"GMPR",0.604767112064042,0.046405601758864
"ENSG00000137309","HMGA1",-0.546110785649101,9.16288665262407e-16,"HMGA1",-0.617763419262888,1.1428824372406e-19
"ENSG00000137331","IER3",0.0848926266293355,0.560846590953027,"IER3",0.363259339927692,0.000866899197952112
"ENSG00000137478","FCHSD2",0.0151634989078062,0.951317214351847,"FCHSD2",-0.228862749462908,0.0929394153165482
"ENSG00000137486","ARRB1",-0.1003122567611,0.692624794398843,"ARRB1",0.115475740665739,0.587153958880248
"ENSG00000137509","PRCP",0.431527176948215,8.67819237296984e-07,"PRCP",0.520775245011917,1.66120506082866e-09
"ENSG00000137699","TRIM29",0.463439212401701,0.138464561779607,"TRIM29",-0.0390349338482445,0.893376527251327
"ENSG00000137720","CFAP68",-0.119719763092612,0.480339257729621,"CFAP68",-0.293564599799042,0.0314587652316444
"ENSG00000137819","PAQR5",-0.900061584879719,2.495351009857e-11,"PAQR5",-0.702060641868752,3.15199742647849e-07
"ENSG00000137834","SMAD6",0.438869050180125,0.0336812118622824,"SMAD6",0.362010059525347,0.0622723953551754
"ENSG00000138160","KIF11",-0.436995538834663,6.40713089497064e-05,"KIF11",-0.0347869260751133,0.840660672415555
"ENSG00000138162","TACC2",-0.296641466960713,0.0431648883195485,"TACC2",-0.0414481514199794,0.842254998609933
"ENSG00000138190","EXOC6",-0.726777214759689,4.40671320300682e-06,"EXOC6",-0.358050529640244,0.0119432930016851
"ENSG00000138347","MYPN",0.432607867546539,0.0407071722751157,"MYPN",0.723713239135299,0.00128642694605863
"ENSG00000138411","HECW2",0.0623023934959399,0.803960342720817,"HECW2",-0.179330218179844,0.311927296126153
"ENSG00000138443","ABI2",-0.364572628313157,8.80615274599786e-06,"ABI2",-0.143171833428452,0.122997956226731
"ENSG00000138496","PARP9",0.575473565051695,6.27090923620548e-08,"PARP9",0.476902783939723,5.61719334247309e-06
"ENSG00000138646","HERC5",0.879952221845306,0.00580861594146329,"HERC5",0.470459875494123,0.0874680637879111
"ENSG00000138675","FGF5",-0.958693528586301,3.2338303260599e-06,"FGF5",-0.803794708736411,0.000132090620205152
"ENSG00000138678","GPAT3",-0.850398199180022,6.64940493402895e-17,"GPAT3",-0.43208269236908,1.33289597539729e-05
"ENSG00000138685","FGF2",-0.0741758705693465,0.680020088789263,"FGF2",0.122158121665268,0.399540274633807
"ENSG00000138835","RGS3",-0.147705292029473,0.403837383767435,"RGS3",-0.641244119545506,3.4160302358493e-05
"ENSG00000139112","GABARAPL1",1.64500897305652,4.87588222097523e-23,"GABARAPL1",1.34530709578541,1.72645740173121e-12
"ENSG00000139117","CPNE8",-0.384843712483391,0.00546433240696812,"CPNE8",-0.153263559788872,0.296474096279049
"ENSG00000139173","TMEM117",-0.390571544755982,0.0852046465865956,"TMEM117",-0.594346758095956,0.00615927656470987
"ENSG00000139174","PRICKLE1",-1.08138571607427,2.47173156200674e-13,"PRICKLE1",-0.753872331796484,7.73859646339053e-07
"ENSG00000139289","PHLDA1",-0.652244454509315,6.23164683638634e-08,"PHLDA1",-0.15989608549732,0.230020786524145
"ENSG00000139318","DUSP6",-1.90014704026826,0.000242194694209356,"DUSP6",-0.294914211744618,0.197333659186233
"ENSG00000139354","GAS2L3",-0.00273186804613412,0.999559162348204,"GAS2L3",-0.025037895675738,0.932419974245468
"ENSG00000139668","WDFY2",-0.514745106166137,7.09964471272281e-07,"WDFY2",-0.689583998703616,3.20599358014665e-11
"ENSG00000139977","NAA30",0.171187596595619,0.118901730775975,"NAA30",-0.130410219880132,0.267166967240659
"ENSG00000140022","STON2",1.49337890775651,1.59804532740866e-13,"STON2",1.07857788112863,8.66133272696418e-07
"ENSG00000140043","PTGR2",0.464037419850652,0.0389097032958628,"PTGR2",0.416039822091771,0.0474627914761947
"ENSG00000140044","JDP2",-1.09130261780855,7.8333618805742e-11,"JDP2",-1.36738895159042,2.96141364762941e-17
"ENSG00000140350","ANP32A",-0.704422324009127,1.97597151299703e-23,"ANP32A",-0.234472746132874,0.00139562530690025
"ENSG00000140545","MFGE8",0.904685371669641,1.64604285471591e-06,"MFGE8",0.727215314138651,0.000129274864079526
"ENSG00000140682","TGFB1I1",-0.000723356616213046,0.999769847841042,"TGFB1I1",-0.00446193375439056,0.984108071332307
"ENSG00000140718","FTO",-1.33515250933425,1.70663695409563e-23,"FTO",-1.23155078459781,9.00886841108005e-21
"ENSG00000140931","CMTM3",0.0850939609335084,0.600627355052509,"CMTM3",0.200615119269131,0.118205293697626
"ENSG00000140945","CDH13",-0.544295191800434,0.000116844678509532,"CDH13",-0.682610042532087,1.31482136833464e-06
"ENSG00000140950","MEAK7",0.232357834122412,0.0138820394301296,"MEAK7",0.22699084045386,0.0188711998778074
"ENSG00000140987","ZSCAN32",0.209280952777873,0.0858454542667553,"ZSCAN32",-0.115434746368026,0.397443493159297
"ENSG00000141279","NPEPPS",-0.0392598343525374,0.689624096041206,"NPEPPS",0.207764886519437,0.00308154963734016
"ENSG00000141385","AFG3L2",-0.0242215423048998,0.809161206258066,"AFG3L2",0.019055810786364,0.861364951970494
"ENSG00000141401","IMPA2",-0.49075802704676,0.0371521838691356,"IMPA2",-1.01730189065877,0.0110798909937774
"ENSG00000141543","EIF4A3",0.261115691711798,0.00365815333740265,"EIF4A3",0.103425063758598,0.332087451386336
"ENSG00000141582","CBX4",0.145491928804566,0.144297939639559,"CBX4",0.0359422168759506,0.797042071631107
"ENSG00000141664","ZCCHC2",-0.085861750211823,0.561144647036938,"ZCCHC2",0.105376663445024,0.454479739230447
"ENSG00000142002","DPP9",0.0449757559439861,0.76086011285597,"DPP9",-0.0727760772272852,0.596838328599409
"ENSG00000142039","CCDC97",0.171717262875105,0.232077629947104,"CCDC97",0.174569177710524,0.214575016355488
"ENSG00000142102","PGGHG",0.00577448558906269,0.996205982628029,"PGGHG",0.291875539640425,0.167359854488807
"ENSG00000142192","APP",-0.0826856010525917,0.373608194723201,"APP",-0.217869656974642,0.00463407716208077
"ENSG00000142632","ARHGEF19",-0.00487621222201465,0.997877673728189,"ARHGEF19",-0.058371439391036,0.83022905652539
"ENSG00000142657","PGD",-0.412690057545854,6.36657111742887e-06,"PGD",-0.130534636329605,0.215615415948509
"ENSG00000142798","HSPG2",-0.405277411161743,0.0263823654834307,"HSPG2",-1.03685712630694,7.09511347679065e-06
"ENSG00000142864","SERBP1",-0.286544488902323,7.22568097901775e-09,"SERBP1",-0.0783554222432952,0.194887162497715
"ENSG00000142920","AZIN2",-0.375245298003347,0.186174077177271,"AZIN2",-0.316522571107688,0.199544752538034
"ENSG00000142973","CYP4B1",-0.014815103433198,0.976220958302288,"CYP4B1",-0.0329945477570071,0.91026302744532
"ENSG00000143079","CTTNBP2NL",0.0802501688148451,0.5463708624769,"CTTNBP2NL",0.110070710734064,0.371190113026164
"ENSG00000143147","GPR161",-0.221744185322907,0.106055427711943,"GPR161",-0.263755013044441,0.0438912233542207
"ENSG00000143375","CGN",0.0551819608003126,0.872188073449782,"CGN",0.304951041155079,0.154631916777653
"ENSG00000143384","MCL1",-0.696679060727961,6.1944219731341e-14,"MCL1",-0.649783897118348,3.73737425585808e-12
"ENSG00000143469","SYT14",-0.398989969844314,0.0186800949776571,"SYT14",-0.466583621180958,0.00489653817148804
"ENSG00000143479","DYRK3",0.702540923599152,1.2700309053728e-08,"DYRK3",0.699065942643031,2.08697753303839e-08
"ENSG00000143543","JTB",0.110351170980842,0.414130805723355,"JTB",0.196067311492702,0.0901892699022046
"ENSG00000143545","RAB13",0.00630918837797819,0.98888553412291,"RAB13",-0.327428903836415,0.0155914325062288
"ENSG00000143702","CEP170",-1.23374302344247,1.01074403558217e-16,"CEP170",-0.850075483918071,1.38052785237692e-08
"ENSG00000143772","ITPKB",0.0878075798271196,0.663386756376546,"ITPKB",0.116994457716861,0.512542309707439
"ENSG00000143797","MBOAT2",-0.618964992019879,1.80393824920257e-10,"MBOAT2",-0.4333978936065,9.43430515245061e-06
"ENSG00000143850","PLEKHA6",0.387733562381054,0.191982511301317,"PLEKHA6",0.076054118861429,0.78144965760437
"ENSG00000144815","NXPE3",-0.0755497679093255,0.668872598492955,"NXPE3",0.112692423329617,0.45776307049631
"ENSG00000144935","TRPC1",-0.256628665898307,0.150983138168517,"TRPC1",-0.133335092781936,0.469591702150263
"ENSG00000144959","NCEH1",-0.387048626374328,0.00057527651961294,"NCEH1",-0.344002944091646,0.00188446826486247
"ENSG00000145247","OCIAD2",-0.276745171420767,0.0296440461360964,"OCIAD2",-0.0722008999892747,0.650281803077104
"ENSG00000145331","TRMT10A",-0.0190536717337874,0.935183530977848,"TRMT10A",-0.133933576058726,0.37174609046234
"ENSG00000145604","SKP2",-1.31376289736621,6.85596637538137e-46,"SKP2",-0.669932568275337,3.45024979813014e-13
"ENSG00000145687","SSBP2",-1.00536463601644,1.28810303751264e-05,"SSBP2",-1.17560310979133,1.78343445792025e-07
"ENSG00000145703","IQGAP2",-0.0431644764964807,0.90765955422285,"IQGAP2",-0.0644676431085132,0.82243888865091
"ENSG00000145817","YIPF5",0.243495237512999,0.0413719875428512,"YIPF5",-0.0634677887748785,0.682699436178862
"ENSG00000145907","G3BP1",-0.512958862180244,2.41551119300695e-16,"G3BP1",-0.133769525980611,0.0621476043796457
"ENSG00000145979","TBC1D7",0.136624480111474,0.36905972703038,"TBC1D7",0.198496551886927,0.128892677017278
"ENSG00000146066","HIGD2A",0.0381147697375379,0.771589990185386,"HIGD2A",-0.143736000834486,0.14134450625322
"ENSG00000146072","TNFRSF21",-0.2471096288029,0.0370069819891497,"TNFRSF21",0.234017280721696,0.0401532546611476
"ENSG00000146278","PNRC1",0.841024467554283,2.5928765808112e-05,"PNRC1",0.545179756457104,0.00541348513567366
"ENSG00000146701","MDH2",0.109935251327683,0.112529177444067,"MDH2",-0.111111012927558,0.114941660704101
"ENSG00000146731","CCT6A",-0.16392386763759,0.000426138817919042,"CCT6A",-0.162021617666279,0.00056222982933237
"ENSG00000147364","FBXO25",-0.308224936916036,0.0112287030479609,"FBXO25",-0.262304375538314,0.0275329926026374
"ENSG00000147454","SLC25A37",-0.42464739593173,1.21771773525876e-07,"SLC25A37",-0.242364615154929,0.00359865932515685
"ENSG00000147535","PLPP5",0.574271312452274,2.17704654820426e-05,"PLPP5",0.400012431007313,0.00265836633333953
"ENSG00000147676","MAL2",0.123814335546319,0.673762237630795,"MAL2",-0.115250860396284,0.632168769374905
"ENSG00000147804","SLC39A4",0.476417186708561,3.60717527409641e-06,"SLC39A4",0.37714058155358,0.000180027729823625
"ENSG00000147862","NFIB",-1.8344758193894,9.65753981482175e-63,"NFIB",-1.27934960808466,4.51723285771024e-33
"ENSG00000147996","ZNG1E",0.0585188976047206,0.835632595063397,"ZNG1E",0.115778504770104,0.596884011090787
"ENSG00000148671","ADIRF",0.539914341152419,0.0201724259118506,"ADIRF",0.55326423123675,0.00997828911453133
"ENSG00000148677","ANKRD1",0.470301964045981,0.110200536027617,"ANKRD1",0.863545464814178,0.0113175048676446
"ENSG00000148719","DNAJB12",-0.156873565891665,0.0806480336009321,"DNAJB12",-0.00877950398458244,0.94908520436321
"ENSG00000148773","MKI67",-0.462273351024735,0.00222891989729079,"MKI67",-0.375633368203801,0.0101547076581387
"ENSG00000148834","GSTO1",-0.319067394958472,0.00678498123533657,"GSTO1",-0.520743996213451,4.15728994520405e-06
"ENSG00000148848","ADAM12",-0.844365901751623,0.0111417311561727,"ADAM12",-0.181832965271962,0.468427524026241
"ENSG00000148925","BTBD10",0.325141935480881,5.81531419977561e-05,"BTBD10",0.492082337557464,4.7413395483434e-10
"ENSG00000149136","SSRP1",-0.287303546739459,1.45628758433784e-08,"SSRP1",-0.0731802017858359,0.245385190248991
"ENSG00000149269","PAK1",-0.183266641602982,0.0136602995917839,"PAK1",0.0253002304713335,0.82508318015337
"ENSG00000149474","KAT14",-0.252012709561967,0.0762091050186067,"KAT14",-0.442424124051278,0.00123507558139165
"ENSG00000149483","TMEM138",-0.153247905695545,0.0828622829177074,"TMEM138",-0.0504531856105921,0.655137362473691
"ENSG00000149485","FADS1",0.222290676880069,0.0117076967873974,"FADS1",0.415077318582527,3.64957608816275e-07
"ENSG00000149499","EML3",-0.0306615057179009,0.895178397465716,"EML3",-0.000407738689234255,0.998489831781308
"ENSG00000149527","PLCH2",1.28006111523564,0.00613052636888495,"PLCH2",1.06137113388501,0.01006298428652
"ENSG00000149591","TAGLN",-0.357551870051738,0.109155379817002,"TAGLN",-0.312437128078633,0.12335899115828
"ENSG00000149932","TMEM219",0.178770666633614,0.146351926430808,"TMEM219",-0.0144801482263651,0.937567255568002
"ENSG00000149948","HMGA2",-1.01600841255196,1.28423309095256e-13,"HMGA2",-0.561340413891046,2.87247630975385e-05
"ENSG00000149968","MMP3",0.0515179784324419,0.883476789412871,"MMP3",0.203388921021982,0.383645639722171
"ENSG00000150281","CTF1",0.265780106872968,0.357945049088306,"CTF1",0.08776119594859,0.722080322998754
"ENSG00000150687","PRSS23",-0.475531507427628,0.00879790315878644,"PRSS23",-0.25432273800014,0.142536220830509
"ENSG00000150753","CCT5",-0.272862393722208,1.05246628089059e-08,"CCT5",-0.110060686140512,0.0410202965402642
"ENSG00000150764","DIXDC1",-0.0485159720441709,0.824673055129542,"DIXDC1",0.112639316855002,0.496009710076767
"ENSG00000150907","FOXO1",0.275276157683933,0.193321499027435,"FOXO1",1.17033737557881,2.41136694885524e-06
"ENSG00000150961","SEC24D",-0.112275427857129,0.456605798623325,"SEC24D",-0.0362250653530974,0.847724099241495
"ENSG00000151012","SLC7A11",-0.216253920589687,0.42742705619342,"SLC7A11",0.116363839134087,0.635846980171735
"ENSG00000151135","TMEM263",0.0893965154343284,0.481631399542946,"TMEM263",-0.0112896818781271,0.94401497179906
"ENSG00000151491","EPS8",0.334595620757275,0.0229767145008143,"EPS8",0.642343916951535,8.83210966479653e-06
"ENSG00000151632","AKR1C2",0.42908377213688,0.108375769271582,"AKR1C2",0.557545257178431,0.0649525956747926
"ENSG00000151651","ADAM8",-0.0563173061425268,0.866437279268646,"ADAM8",0.0892651412741082,0.722161535221232
"ENSG00000151689","INPP1",0.792388389612385,6.12442172838962e-13,"INPP1",0.613542921291322,2.74891636830199e-08
"ENSG00000151693","ASAP2",-0.0798868928008316,0.549820107172149,"ASAP2",-0.0671441601467535,0.624356232232457
"ENSG00000151725","CENPU",-0.132090987308098,0.27368232909602,"CENPU",-0.251861931951358,0.015687774246316
"ENSG00000151726","ACSL1",0.756251261964362,0.000140840526372682,"ACSL1",0.914600175620931,0.000404418136828654
"ENSG00000151746","BICD1",-0.860890751958422,1.01072479545847e-11,"BICD1",-0.714278848486692,2.83506962805858e-09
"ENSG00000152061","RABGAP1L",-0.949498969499334,1.12654491477011e-07,"RABGAP1L",-1.31673776702308,2.32513112404134e-11
"ENSG00000152078","TLCD4",-0.0996781647516115,0.671567457865966,"TLCD4",0.498905771896313,0.00953545571970813
"ENSG00000152086","TUBA3E",-1.05781295855032,0.000151180109808968,"TUBA3E",-0.559202184440476,0.0147761118836243
"ENSG00000152558","TMEM123",-0.376817483554136,3.2950779581815e-09,"TMEM123",-0.229994370200117,0.000499050578784301
"ENSG00000152601","MBNL1",-0.339715200394172,4.52132461772646e-07,"MBNL1",0.191505491300373,0.00683357804512566
"ENSG00000152795","HNRNPDL",-0.501349913956094,2.79607672306867e-10,"HNRNPDL",0.00874807911952472,0.948829136751827
"ENSG00000153006","SREK1IP1",0.114345619702785,0.282633892699953,"SREK1IP1",-0.0152319036832548,0.92402398264693
"ENSG00000153048","CARHSP1",-0.286843240962784,0.0328937689519074,"CARHSP1",-0.242864032191496,0.0623414605912058
"ENSG00000153071","DAB2",-0.122442600273928,0.505885478734936,"DAB2",-0.131241201691661,0.440879603233717
"ENSG00000153094","BCL2L11",1.40115404004105,2.90356463294867e-21,"BCL2L11",0.829732809545084,9.41360386482772e-08
"ENSG00000153406","NMRAL1",0.0102001532222291,0.967203006009788,"NMRAL1",-0.0327711470761284,0.854704299091216
"ENSG00000153551","CMTM7",-0.476407224465179,1.16734405609546e-05,"CMTM7",-0.205373172947603,0.0808156167406411
"ENSG00000153560","UBP1",-0.407292830414061,1.09010011627772e-08,"UBP1",-0.445630312275962,4.80547767999311e-10
"ENSG00000153815","CMIP",0.118847170979387,0.276403635319465,"CMIP",0.297013490435449,0.00117078733907081
"ENSG00000153976","HS3ST3A1",-1.55807311466737,6.22464076972786e-61,"HS3ST3A1",-0.913768289512821,1.06098097341432e-22
"ENSG00000154134","ROBO3",0.105049042327867,0.592747111259953,"ROBO3",0.340714366788449,0.0177104094256019
"ENSG00000154188","ANGPT1",-1.5363365157303,0.000180911855647455,"ANGPT1",-0.353557893940571,0.14566900977138
"ENSG00000154640","BTG3",-0.145720899010408,0.229217350101832,"BTG3",-0.12484634863385,0.309913601389106
"ENSG00000154832","CXXC1",-0.252304099702694,0.00332790530534983,"CXXC1",-0.0906795514743571,0.383919710668208
"ENSG00000154874",NA,0.0769571310769242,0.824033624158263,NA,-0.442796275803869,0.0793941500186366
"ENSG00000155016","CYP2U1",-0.110162442234968,0.609801393761213,"CYP2U1",-0.385081223078137,0.0229371110330538
"ENSG00000155085","AK9",-0.256470908910907,0.216730568503668,"AK9",-0.247470521503429,0.177764718409251
